Id,Name,StageName,Amount,CreatedDate,CloseDate,Probability,LeadSource,Product,LeadId
006b6f3fc8981fa,Wayne Ent 2 - Directors & Officers (D&O),Closed Won,7286,2025-11-13,2025-12-22,100,Trade Show,Directors & Officers (D&O),00Q1ae6546ebd4e
0067cea51c1b7a5,Cyberdyne 31 - Directors & Officers (D&O),Closed Lost,37190,2025-09-01,2025-11-24,0,Referral,Directors & Officers (D&O),00Qa99adaf67d5c
006615138a5c317,MomCorp 47 - Pension Fund Management,Closed Lost,438370,2025-06-02,2025-08-01,0,Referral,Pension Fund Management,00Qeebc51f592c2
0065a803e62ceb4,Wayne Ent 81 - Directors & Officers (D&O),Closed Won,87327,2025-05-28,2025-08-20,100,Cold Call,Directors & Officers (D&O),00Qd40432a77f05
0063ccea35fa37a,Oscorp 85 - Group Health Insurance,Closed Lost,77789,2025-04-01,2025-07-09,0,Trade Show,Group Health Insurance,00Q22d5d912e557
006d7c715945c28,Oscorp 21 - Commercial Property,Closed Won,29518,2025-06-16,2025-10-15,100,Partner,Commercial Property,00Qa886e3166e00
006887d6cf62360,Globex 54 - Cyber Liability Insurance,Closed Won,85352,2025-04-09,2025-05-12,100,Web,Cyber Liability Insurance,00Qa62082c5d536
006f2956bbca8ad,MomCorp 56 - Fleet Auto Insurance,Closed Won,132242,2025-07-29,2025-12-27,100,Referral,Fleet Auto Insurance,00Qe593b03fdf72
006bbe38d2b3756,Umbrella Corp 88 - Pension Fund Management,Closed Won,368402,2025-01-11,2025-05-05,100,Cold Call,Pension Fund Management,00Qaf27e8f8a5bb
0067fc100bcb49c,Soylent Corp 82 - Directors & Officers (D&O),Closed Won,135291,2025-05-24,2025-11-08,100,LinkedIn,Directors & Officers (D&O),00Q2bdca64b2ace
0066769785abbb6,LexCorp 45 - Group Health Insurance,Closed Lost,31812,2025-04-06,2025-07-08,0,Partner,Group Health Insurance,00Q850695dcc11c
0067b3afebf264b,Wayne Ent 41 - Corporate Life Insurance,Negotiation/Review,6549,2025-04-19,2025-06-29,90,Trade Show,Corporate Life Insurance,00Q936aa2b8f72e
0061fc501361b46,Stark Ind 72 - Fleet Auto Insurance,Closed Lost,10865,2025-03-30,2025-07-17,0,Referral,Fleet Auto Insurance,00Qa8961e4cd75a
0066f85c348b29f,Initech 43 - Group Health Insurance,Closed Lost,558664,2025-01-24,2025-03-08,0,Trade Show,Group Health Insurance,00Qa9b548450edb
006eb9dd2afa896,Oscorp 55 - Commercial Property,Closed Won,91806,2025-05-10,2025-09-14,100,LinkedIn,Commercial Property,00Qca152d8beb3e
006730f35891024,Acme Corp 62 - Corporate Life Insurance,Closed Won,534782,2025-11-18,2026-04-13,100,LinkedIn,Corporate Life Insurance,00Q5baa763780f8
006aeadacb43136,MomCorp 83 - Fleet Auto Insurance,Negotiation/Review,12514,2025-07-24,2025-09-01,90,LinkedIn,Fleet Auto Insurance,00Q0c4534aba1da
006c06cd1bcfbd2,Stark Ind 96 - Cyber Liability Insurance,Closed Won,585312,2025-10-27,2025-12-02,100,Referral,Cyber Liability Insurance,00Q8e2d436c0b13
0060b2bf2a91ed7,MomCorp 5 - Fleet Auto Insurance,Closed Lost,157762,2025-05-18,2025-09-03,0,Referral,Fleet Auto Insurance,00Qfdbd99126f8e
006dd9656b4a045,Initech 38 - Pension Fund Management,Closed Won,127679,2025-02-01,2025-05-22,100,Web,Pension Fund Management,00Q9aaace765d22
006e4cce4e6ae38,Massive Dynamic 85 - Fleet Auto Insurance,Closed Won,407679,2025-09-28,2026-02-16,100,LinkedIn,Fleet Auto Insurance,00Qc159d62806e6
006c336b84220d7,Tyrell Corp 48 - Cyber Liability Insurance,Closed Lost,163020,2025-09-13,2026-01-07,0,Web,Cyber Liability Insurance,00Q3d780b178511
00699a855b809a4,Hooli 85 - Group Health Insurance,Closed Lost,115275,2025-07-29,2025-12-06,0,Partner,Group Health Insurance,00Qfbbddd0f5ee7
006c3eff3bb9061,Dunder Mifflin 58 - Commercial Property,Closed Won,91329,2025-08-06,2026-01-26,100,Referral,Commercial Property,00Q2008f2d9b72b
0062260f84b0977,Aperture Science 24 - Commercial Property,Closed Won,10664,2025-08-13,2025-11-08,100,Cold Call,Commercial Property,00Q64faef68fe31
0064f4bd5cc4d83,Oscorp 46 - Corporate Life Insurance,Closed Won,91904,2025-10-10,2026-01-17,100,Cold Call,Corporate Life Insurance,00Qa6329f54f632
00621e5d67ea2d2,Vandelay Ind 58 - Group Health Insurance,Closed Won,72904,2025-02-01,2025-07-16,100,Partner,Group Health Insurance,00Qbb379c427736
00698afdbd1fdc4,Hooli 27 - Cyber Liability Insurance,Closed Won,4669,2025-03-11,2025-04-20,100,LinkedIn,Cyber Liability Insurance,00Q69b7c321b25b
0066559addd0cdf,Soylent Corp 69 - Corporate Life Insurance,Closed Won,159911,2025-10-10,2026-03-30,100,LinkedIn,Corporate Life Insurance,00Q267652b8642e
006369c685b1431,Oscorp 16 - Group Health Insurance,Closed Lost,17927,2025-06-09,2025-07-27,0,Web,Group Health Insurance,00Q2ac8c202da05
006233162e5ab35,Dunder Mifflin 29 - Corporate Life Insurance,Closed Won,1092347,2025-01-08,2025-03-29,100,Partner,Corporate Life Insurance,00Q94a314901e79
0064c9af2323b58,Globex 6 - Commercial Property,Closed Won,247010,2025-02-01,2025-04-18,100,LinkedIn,Commercial Property,00Qcc736d25c47f
006a3e99755e2df,Stark Ind 39 - Pension Fund Management,Closed Won,84493,2025-09-07,2025-12-27,100,LinkedIn,Pension Fund Management,00Qf63329536a05
0065c3c104c1f0d,Aperture Science 77 - Group Health Insurance,Closed Lost,53952,2025-10-06,2026-01-14,0,Trade Show,Group Health Insurance,00Q069d5e1490c4
006f0377dd20b9e,Acme Corp 27 - Cyber Liability Insurance,Closed Won,154910,2025-04-30,2025-08-28,100,Trade Show,Cyber Liability Insurance,00Qedbee31f3a4b
006c458d2f6fdd2,Aperture Science 43 - Cyber Liability Insurance,Closed Lost,192756,2025-01-28,2025-06-16,0,Web,Cyber Liability Insurance,00Q4d0531d2e864
006b218bb486c3f,Globex 27 - Directors & Officers (D&O),Closed Won,2529518,2025-11-17,2026-05-12,100,Trade Show,Directors & Officers (D&O),00Q94ece4808b46
006ac2e7c76ce32,Umbrella Corp 93 - Fleet Auto Insurance,Closed Won,36526,2025-09-11,2026-01-19,100,Referral,Fleet Auto Insurance,00Q68a437256d74
00618213b337466,Tyrell Corp 46 - Group Health Insurance,Closed Lost,88349,2025-06-18,2025-07-23,0,Cold Call,Group Health Insurance,00Qd2759c5cfabf
00626b14974d532,Initech 69 - Group Health Insurance,Closed Lost,85117,2025-08-23,2025-11-18,0,LinkedIn,Group Health Insurance,00Q494ba341815a
006b2540dabef95,Wayne Ent 39 - Pension Fund Management,Closed Won,79220,2025-08-20,2025-12-07,100,Trade Show,Pension Fund Management,00Q582e0bdbe3bc
006f59f902f8859,Oscorp 37 - Corporate Life Insurance,Closed Won,357107,2025-01-20,2025-03-22,100,LinkedIn,Corporate Life Insurance,00Q8435c2d27929
006a62aade5684a,Umbrella Corp 70 - Corporate Life Insurance,Negotiation/Review,10370,2025-03-17,2025-05-28,90,Referral,Corporate Life Insurance,00Q60a2efeab3ac
00678276295e7db,Dunder Mifflin 78 - Directors & Officers (D&O),Closed Lost,213171,2025-11-05,2026-02-19,0,Cold Call,Directors & Officers (D&O),00Q3b0f8c26d6db
00609b567f81cf0,Acme Corp 97 - Cyber Liability Insurance,Closed Won,33499,2025-02-19,2025-03-25,100,LinkedIn,Cyber Liability Insurance,00Qde1c174f389a
006e07e8f30edd8,Wayne Ent 96 - Pension Fund Management,Closed Won,65194,2025-06-19,2025-11-12,100,Trade Show,Pension Fund Management,00Q3ff45e2358ba
006114145b5ad79,Gekko & Co 26 - Cyber Liability Insurance,Closed Lost,588017,2025-10-05,2025-12-15,0,LinkedIn,Cyber Liability Insurance,00Q8f7f262f9a05
006e3823201b800,Massive Dynamic 17 - Cyber Liability Insurance,Closed Lost,14270,2025-04-11,2025-10-04,0,LinkedIn,Cyber Liability Insurance,00Q2adadcc0865b
0062bcdf47e6539,Black Mesa 26 - Commercial Property,Negotiation/Review,274541,2025-07-28,2025-11-01,90,Cold Call,Commercial Property,00Qc3da80b21043
0065bb0a86ee1bf,LexCorp 81 - Cyber Liability Insurance,Closed Won,353962,2025-04-20,2025-06-05,100,LinkedIn,Cyber Liability Insurance,00Qbe12b73c510d
0061fd2ef3bc6aa,Aperture Science 72 - Commercial Property,Closed Won,509787,2025-04-29,2025-07-16,100,LinkedIn,Commercial Property,00Q6721d30d840f
00639036fb4eecc,Gekko & Co 1 - Directors & Officers (D&O),Negotiation/Review,276138,2025-08-04,2026-01-20,90,Partner,Directors & Officers (D&O),00Q7df14b6acf01
0063aae0778f088,Soylent Corp 73 - Corporate Life Insurance,Negotiation/Review,30380,2025-04-15,2025-06-11,90,LinkedIn,Corporate Life Insurance,00Q2aadb0b2d8bd
006001db7e7b08e,Tyrell Corp 14 - Commercial Property,Closed Won,165873,2025-02-26,2025-05-23,100,Trade Show,Commercial Property,00Q69c8ced697ef
0060dbb728dc8a4,Initech 12 - Directors & Officers (D&O),Closed Won,37618,2025-11-20,2026-03-14,100,Referral,Directors & Officers (D&O),00Q85ffcc51e835
006214f4132b6da,Cyberdyne 60 - Commercial Property,Closed Lost,43419,2025-08-08,2025-10-22,0,Referral,Commercial Property,00Q940886075159
006d17e07c6508a,Massive Dynamic 63 - Cyber Liability Insurance,Closed Won,52705,2025-01-01,2025-04-18,100,Web,Cyber Liability Insurance,00Q6541d808fe9b
0061af179caf125,Hooli 84 - Pension Fund Management,Closed Lost,123567,2025-01-20,2025-03-10,0,Cold Call,Pension Fund Management,00Q032c9096564c
0068a24083f93a5,Aperture Science 83 - Fleet Auto Insurance,Closed Won,1583878,2025-08-06,2025-12-01,100,Trade Show,Fleet Auto Insurance,00Qdcb63b4ba4be
0062d52e450d556,Vandelay Ind 90 - Group Health Insurance,Closed Won,38455,2025-07-08,2025-11-04,100,LinkedIn,Group Health Insurance,00Q268d3052b9f1
00619c761ce52e4,Stark Ind 87 - Commercial Property,Closed Lost,14370,2025-06-09,2025-08-21,0,Cold Call,Commercial Property,00Q341c38b014cd
0062c8141fa1c87,MomCorp 98 - Pension Fund Management,Closed Lost,62413,2025-06-29,2025-12-11,0,Partner,Pension Fund Management,00Q53cc654a6901
00608d9a21f1820,Tyrell Corp 80 - Directors & Officers (D&O),Closed Won,47215,2025-09-17,2026-01-11,100,Partner,Directors & Officers (D&O),00Q27135845ea9a
0065b1ae65912ac,Cyberdyne 99 - Corporate Life Insurance,Closed Lost,25368,2025-03-14,2025-06-12,0,Cold Call,Corporate Life Insurance,00Q67ef59f55127
0062f6ed34be625,Virtucon 42 - Fleet Auto Insurance,Closed Won,6300,2025-07-18,2025-10-16,100,Web,Fleet Auto Insurance,00Qb1bd252a622b
0063f7b54571e15,Gekko & Co 38 - Commercial Property,Closed Won,157353,2025-07-13,2025-09-26,100,Trade Show,Commercial Property,00Qec2dc07da65b
006bb63ecea995e,Stark Ind 61 - Fleet Auto Insurance,Closed Won,442480,2025-04-24,2025-10-14,100,Trade Show,Fleet Auto Insurance,00Q09917c0382a3
006eab414098cce,Soylent Corp 59 - Directors & Officers (D&O),Closed Won,13340,2025-11-13,2026-04-11,100,Web,Directors & Officers (D&O),00Q2ae455fb07a6
006603817b78a57,Dunder Mifflin 6 - Corporate Life Insurance,Closed Lost,46245,2025-09-19,2026-03-09,0,Trade Show,Corporate Life Insurance,00Q4a6b1a655ae2
006f87d7b1fa8f3,Massive Dynamic 65 - Cyber Liability Insurance,Closed Won,118222,2025-02-06,2025-07-25,100,LinkedIn,Cyber Liability Insurance,00Q9aaff98c9a20
0064f2cece2a906,Oscorp 10 - Group Health Insurance,Closed Won,146276,2025-08-15,2025-12-30,100,Web,Group Health Insurance,00Qa4bcd224d5df
0068f5d92030fff,Globex 98 - Cyber Liability Insurance,Closed Won,1084417,2025-09-02,2025-12-17,100,Web,Cyber Liability Insurance,00Q3708b1641e65
006a0c62e50b155,Oscorp 22 - Directors & Officers (D&O),Closed Lost,123693,2025-07-11,2025-09-29,0,Trade Show,Directors & Officers (D&O),00Q58484a1d1170
0069cff39cef988,Oscorp 42 - Corporate Life Insurance,Closed Won,24804,2025-05-18,2025-07-26,100,Trade Show,Corporate Life Insurance,00Q75b6f2e8d925
006f31a5473f960,Umbrella Corp 80 - Pension Fund Management,Closed Won,31982,2025-11-03,2026-01-21,100,Referral,Pension Fund Management,00Qe2ea08f9d38d
006968004ec8ee9,Globex 78 - Fleet Auto Insurance,Closed Won,450652,2025-07-25,2026-01-18,100,Trade Show,Fleet Auto Insurance,00Q7f0377fc210d
006f8eec2330ed1,MomCorp 44 - Commercial Property,Closed Won,83612,2025-04-26,2025-10-10,100,Trade Show,Commercial Property,00Q9831a41d6f4d
006aaa041027aa4,Tyrell Corp 58 - Commercial Property,Closed Won,1155530,2025-04-27,2025-08-31,100,Trade Show,Commercial Property,00Q5c1e2980de4a
0069b914be0a4d5,Aperture Science 44 - Directors & Officers (D&O),Closed Won,80907,2025-08-24,2025-12-28,100,Trade Show,Directors & Officers (D&O),00Q6ec0295e1353
0066faac71ee793,Stark Ind 28 - Corporate Life Insurance,Closed Lost,200664,2025-05-02,2025-10-07,0,LinkedIn,Corporate Life Insurance,00Q3840067beee6
006a285d501503b,Black Mesa 40 - Pension Fund Management,Closed Lost,30066,2025-05-31,2025-10-12,0,Referral,Pension Fund Management,00Qdb6800241cbc
006822641a4b2c9,Virtucon 18 - Commercial Property,Closed Won,143832,2025-08-17,2025-12-22,100,Web,Commercial Property,00Q44d06a654dcc
006cec733ca9df1,Virtucon 4 - Corporate Life Insurance,Closed Lost,12309,2025-09-08,2025-10-08,0,Trade Show,Corporate Life Insurance,00Qecc5737184d8
00640b2e6c1d6bf,Cyberdyne 15 - Pension Fund Management,Closed Won,33635,2025-05-05,2025-08-19,100,Cold Call,Pension Fund Management,00Q545399f3b5e4
0064bff87f73a3c,Black Mesa 20 - Fleet Auto Insurance,Negotiation/Review,503563,2025-02-21,2025-05-31,90,LinkedIn,Fleet Auto Insurance,00Q5882c8b92999
00662016f8f70c1,Massive Dynamic 48 - Commercial Property,Closed Lost,83854,2025-09-30,2026-01-06,0,Web,Commercial Property,00Qd03fc882ceca
0066a489f32c5bd,Acme Corp 1 - Pension Fund Management,Closed Lost,90264,2025-08-10,2026-01-21,0,Partner,Pension Fund Management,00Qbb3e881bbe8e
006e6ed8b15b8fa,Vandelay Ind 37 - Directors & Officers (D&O),Closed Lost,7236,2025-02-09,2025-07-24,0,Cold Call,Directors & Officers (D&O),00Q30f7fd4b36a9
006c71e7a99e99f,Soylent Corp 24 - Directors & Officers (D&O),Closed Won,87429,2025-06-18,2025-07-29,100,LinkedIn,Directors & Officers (D&O),00Q5cb45d4c3745
006a47258eeb0c3,Initech 4 - Commercial Property,Closed Lost,14486,2025-08-22,2025-11-18,0,Partner,Commercial Property,00Q797079449197
00665bfcaa2d614,Vandelay Ind 25 - Pension Fund Management,Closed Won,9879,2025-03-24,2025-06-23,100,Trade Show,Pension Fund Management,00Qff109a3727d6
006959c20683774,Soylent Corp 70 - Group Health Insurance,Negotiation/Review,82163,2025-05-02,2025-06-12,90,Partner,Group Health Insurance,00Q9056f4a00885
0063fda4b9eb226,Gekko & Co 64 - Group Health Insurance,Closed Won,135898,2025-11-08,2026-03-03,100,Referral,Group Health Insurance,00Q8bd239a0214b
006dd140f980d33,Vandelay Ind 44 - Cyber Liability Insurance,Negotiation/Review,55290,2025-10-19,2026-01-30,90,Partner,Cyber Liability Insurance,00Qa1e4cf7ba312
006d080927087a5,Cyberdyne 16 - Directors & Officers (D&O),Closed Lost,9810,2025-10-21,2026-01-22,0,LinkedIn,Directors & Officers (D&O),00Qbfb614afb3e9
0065f0223bf499e,Globex 27 - Pension Fund Management,Closed Won,284341,2025-10-22,2026-02-14,100,Web,Pension Fund Management,00Q8906193c2ee7
006354cbdc0dff5,Virtucon 8 - Cyber Liability Insurance,Closed Won,28063,2025-03-06,2025-08-04,100,Referral,Cyber Liability Insurance,00Q4622b32c56a3
006e6f3927198cf,Vandelay Ind 72 - Corporate Life Insurance,Closed Won,16967,2025-06-05,2025-10-11,100,Web,Corporate Life Insurance,00Q1d831832f41f
006d31d2494fe02,Tyrell Corp 90 - Pension Fund Management,Closed Won,487175,2025-02-11,2025-06-30,100,Cold Call,Pension Fund Management,00Q43caaa991eff
006da4a7faa310a,Cyberdyne 70 - Pension Fund Management,Closed Won,29802,2025-02-14,2025-04-11,100,LinkedIn,Pension Fund Management,00Q394760182c66
006d5fccdff08cf,Stark Ind 72 - Cyber Liability Insurance,Closed Won,19570,2025-09-20,2026-01-06,100,LinkedIn,Cyber Liability Insurance,00Q082c5d06332e
006685d8a0b0d41,Stark Ind 26 - Group Health Insurance,Negotiation/Review,912028,2025-11-25,2026-01-29,90,Cold Call,Group Health Insurance,00Q7ba6b27b0bb0
0063372a9fee5cf,Tyrell Corp 81 - Directors & Officers (D&O),Closed Won,33425,2025-08-21,2025-09-28,100,LinkedIn,Directors & Officers (D&O),00Q85f5a0c1b001
0067092cf88fb38,Initech 77 - Commercial Property,Closed Won,42407,2025-08-16,2025-12-08,100,LinkedIn,Commercial Property,00Qf8cb149199e4
006cafbd8228fa0,Initech 68 - Fleet Auto Insurance,Closed Lost,338284,2025-08-02,2025-12-05,0,Cold Call,Fleet Auto Insurance,00Q1df392813e76
00675ed0d0bc9cf,Umbrella Corp 98 - Group Health Insurance,Closed Won,77941,2025-11-21,2026-04-11,100,Web,Group Health Insurance,00Q8c433047cdce
00678108bc285f6,Cyberdyne 24 - Commercial Property,Closed Won,33411,2025-10-27,2026-01-01,100,Web,Commercial Property,00Q4cdf15e4b028
006562049c22448,Hooli 97 - Group Health Insurance,Closed Won,112464,2025-09-09,2026-02-15,100,Trade Show,Group Health Insurance,00Q6e1c703537e5
0065642e3a11f5a,Cyberdyne 28 - Pension Fund Management,Closed Won,1204967,2025-10-11,2026-04-05,100,Partner,Pension Fund Management,00Q8e02d807d216
006e7f7cf3df70f,Globex 83 - Commercial Property,Closed Won,1127416,2025-02-14,2025-07-26,100,Web,Commercial Property,00Q58309ebac35d
006a9f175c0d2f2,Black Mesa 12 - Pension Fund Management,Closed Won,20319,2025-08-11,2026-01-24,100,Partner,Pension Fund Management,00Q75f5f3959f90
006773839e102cd,Vandelay Ind 16 - Commercial Property,Closed Won,23014,2025-06-02,2025-08-07,100,LinkedIn,Commercial Property,00Qbfb4840ba240
006367d9ea11f85,Umbrella Corp 4 - Corporate Life Insurance,Closed Won,461188,2025-10-28,2026-01-02,100,Web,Corporate Life Insurance,00Q89fa8cff66f8
0064b5f26605a13,Globex 89 - Pension Fund Management,Closed Lost,84665,2025-04-21,2025-08-17,0,Partner,Pension Fund Management,00Q5fccf5abf43e
006a308e62e3e65,Soylent Corp 36 - Corporate Life Insurance,Closed Won,14498,2025-04-21,2025-09-26,100,Cold Call,Corporate Life Insurance,00Q71b597f5e2a8
006b7ade815f33c,Virtucon 58 - Commercial Property,Closed Lost,24265,2025-08-02,2026-01-25,0,Referral,Commercial Property,00Q80445bfa5d13
006c3c382b86586,Black Mesa 77 - Group Health Insurance,Negotiation/Review,60341,2025-04-01,2025-06-02,90,Referral,Group Health Insurance,00Qb0bc7730298f
006951e179b2b87,Globex 91 - Pension Fund Management,Qualification,5477,2025-08-06,2025-12-03,20,Partner,Pension Fund Management,00Qcd4f8992e02c
0067af62da9e7f5,Virtucon 95 - Cyber Liability Insurance,Prospecting,22692,2025-11-07,2026-01-15,10,Partner,Cyber Liability Insurance,00Q01fa583a4435
006c79d42a84ae6,Oscorp 97 - Commercial Property,Qualification,1700221,2025-06-21,2025-08-27,20,Partner,Commercial Property,00Q6998ae706811
006d2cd57895c12,Massive Dynamic 33 - Directors & Officers (D&O),Value Proposition,659082,2025-03-22,2025-05-04,50,Referral,Directors & Officers (D&O),00Q360e17e968f9
006ee5919579956,Virtucon 3 - Corporate Life Insurance,Qualification,43681,2025-03-17,2025-04-22,20,LinkedIn,Corporate Life Insurance,00Q5d6b3866c9f5
006bf5331e555b3,Acme Corp 4 - Fleet Auto Insurance,Proposal/Price Quote,38822,2025-09-05,2026-02-03,75,Cold Call,Fleet Auto Insurance,00Q65469dfa4d1b
0065bf323164fd3,LexCorp 76 - Commercial Property,Proposal/Price Quote,42925,2025-10-20,2026-04-11,75,Cold Call,Commercial Property,00Q6c44a9cc6661
00618b58a8e8398,Gekko & Co 48 - Cyber Liability Insurance,Value Proposition,360255,2025-10-22,2026-04-04,50,Cold Call,Cyber Liability Insurance,00Qfad1b5f80bd2
0061c0829ad215c,Soylent Corp 80 - Pension Fund Management,Qualification,143742,2025-03-25,2025-07-02,20,LinkedIn,Pension Fund Management,00Q4da9ece71923
0063608497192cf,Wayne Ent 17 - Cyber Liability Insurance,Needs Analysis,11463,2025-01-18,2025-05-07,30,Trade Show,Cyber Liability Insurance,00Q4601a5572b8f
00624410545204c,Wayne Ent 9 - Directors & Officers (D&O),Negotiation/Review,22544,2025-05-31,2025-08-19,90,Cold Call,Directors & Officers (D&O),00Q70416f8b3673
006e5f08ef8c0b1,Black Mesa 31 - Fleet Auto Insurance,Needs Analysis,24702,2025-01-19,2025-02-26,30,Cold Call,Fleet Auto Insurance,00Q3c781df1218e
006e3dbe17f366c,LexCorp 40 - Commercial Property,Value Proposition,148523,2025-07-17,2026-01-05,50,Partner,Commercial Property,00Q51901f3d8f5a
006845092ede3f8,Virtucon 9 - Commercial Property,Prospecting,5618,2025-07-21,2025-12-07,10,Web,Commercial Property,00Qb7d6308afaa5
006764175674e21,Acme Corp 30 - Fleet Auto Insurance,Prospecting,204217,2025-02-13,2025-04-29,10,Trade Show,Fleet Auto Insurance,00Qdb4fc4e4617e
006fdad8fd504bd,LexCorp 45 - Cyber Liability Insurance,Value Proposition,28504,2025-10-06,2025-11-12,50,LinkedIn,Cyber Liability Insurance,00Q435a0ce3f1c4
0069cf399a9f726,Oscorp 61 - Directors & Officers (D&O),Qualification,1942526,2025-03-18,2025-05-31,20,Referral,Directors & Officers (D&O),00Q87731a0616cf
006deeae0e184cb,Initech 66 - Commercial Property,Prospecting,361973,2025-05-14,2025-09-11,10,Partner,Commercial Property,00Q0c09d15e523a
00625c7d8abef11,Tyrell Corp 80 - Directors & Officers (D&O),Qualification,132045,2025-05-29,2025-08-03,20,Cold Call,Directors & Officers (D&O),00Q1500a0ac1ce0
006dc502e7447c9,Gekko & Co 85 - Cyber Liability Insurance,Needs Analysis,2400574,2025-04-30,2025-10-20,30,Trade Show,Cyber Liability Insurance,00Q3ee32cb83ac6
006bbb31edf64ec,Black Mesa 56 - Group Health Insurance,Value Proposition,26069,2025-03-04,2025-08-22,50,Referral,Group Health Insurance,00Q25948537c4c1
006671801dc4748,Globex 90 - Directors & Officers (D&O),Prospecting,668938,2025-04-15,2025-09-08,10,Web,Directors & Officers (D&O),00Q68889a212279
0066c0021d88c2e,Initech 89 - Cyber Liability Insurance,Value Proposition,18645,2025-08-07,2025-11-07,50,Partner,Cyber Liability Insurance,00Qc52f08fb8e79
006d2b8ffc05d27,Oscorp 49 - Pension Fund Management,Value Proposition,116493,2025-04-06,2025-09-03,50,Cold Call,Pension Fund Management,00Qb44a3d5c4ff8
0064801f918c579,Stark Ind 4 - Cyber Liability Insurance,Negotiation/Review,288448,2025-01-05,2025-03-15,90,Web,Cyber Liability Insurance,00Qdbcbd8f14175
00667df2155c7b2,Massive Dynamic 44 - Corporate Life Insurance,Prospecting,137950,2025-04-26,2025-09-06,10,Partner,Corporate Life Insurance,00Q223d0dd3f28d
0063d0a901e667a,LexCorp 68 - Fleet Auto Insurance,Needs Analysis,29614,2025-11-20,2026-03-23,30,Referral,Fleet Auto Insurance,00Q32526602f751
0060367df1380ec,Umbrella Corp 39 - Commercial Property,Needs Analysis,529407,2025-02-14,2025-07-03,30,Referral,Commercial Property,00Qe08d6aa3506b
006b5637a79c927,Soylent Corp 19 - Fleet Auto Insurance,Needs Analysis,27615,2025-04-24,2025-10-15,30,Trade Show,Fleet Auto Insurance,00Q4f3399fc377c
00633abcdfcbd2a,Tyrell Corp 96 - Pension Fund Management,Proposal/Price Quote,385425,2025-11-24,2026-04-12,75,Trade Show,Pension Fund Management,00Q6cf0fe24a311
006743489a59e07,Globex 69 - Commercial Property,Proposal/Price Quote,46541,2025-04-25,2025-05-28,75,Referral,Commercial Property,00Q7c6e9ba75e09
006169c9bd61912,Tyrell Corp 88 - Directors & Officers (D&O),Qualification,395673,2025-06-01,2025-07-06,20,Trade Show,Directors & Officers (D&O),00Qce6c1e89570b
0064be92e939705,Wayne Ent 82 - Cyber Liability Insurance,Proposal/Price Quote,113208,2025-09-10,2026-02-24,75,Trade Show,Cyber Liability Insurance,00Qa4017a1012be
006928dd42aacab,Dunder Mifflin 62 - Cyber Liability Insurance,Value Proposition,660781,2025-05-14,2025-08-23,50,Referral,Cyber Liability Insurance,00Qb4d7279ec0c1
006759a331b1e07,Black Mesa 12 - Commercial Property,Qualification,152740,2025-04-17,2025-08-20,20,Trade Show,Commercial Property,00Qce79f6f51a63
0066ffa69d5afb1,Vandelay Ind 34 - Fleet Auto Insurance,Proposal/Price Quote,48338,2025-03-12,2025-05-19,75,LinkedIn,Fleet Auto Insurance,00Q07f3e5f750e2
006c463f918d831,Umbrella Corp 34 - Directors & Officers (D&O),Proposal/Price Quote,15113,2025-11-07,2026-01-03,75,Web,Directors & Officers (D&O),00Q21182f9395bc
0064c62b21133e5,Gekko & Co 64 - Commercial Property,Negotiation/Review,233153,2025-01-23,2025-03-11,90,LinkedIn,Commercial Property,00Qc57aa5c39313
006d18d4aeecd91,Oscorp 80 - Corporate Life Insurance,Negotiation/Review,802737,2025-11-17,2026-02-26,90,Referral,Corporate Life Insurance,00Q3dcf1dc5e6ba
006dd41394797bb,Vandelay Ind 90 - Directors & Officers (D&O),Needs Analysis,34923,2025-05-20,2025-10-01,30,Web,Directors & Officers (D&O),00Q8e46a3fd8630
0069fb83db60e98,Massive Dynamic 4 - Pension Fund Management,Negotiation/Review,158669,2025-05-07,2025-10-11,90,Cold Call,Pension Fund Management,00Q894f31c44d45
006947e4d5c5ef8,Wayne Ent 92 - Directors & Officers (D&O),Qualification,299089,2025-08-31,2025-10-14,20,Cold Call,Directors & Officers (D&O),00Q39ff4d607b49
006d15515f98616,Virtucon 35 - Corporate Life Insurance,Needs Analysis,228415,2025-07-16,2025-08-15,30,Trade Show,Corporate Life Insurance,00Qff60f9cee7eb
00633ae087b548a,Vandelay Ind 94 - Commercial Property,Negotiation/Review,67019,2025-06-20,2025-08-29,90,Web,Commercial Property,00Q65c0abd05855
0065f133da7a936,Cyberdyne 80 - Corporate Life Insurance,Prospecting,632632,2025-11-21,2026-05-20,10,Partner,Corporate Life Insurance,00Q0e996a9b7940
00665c2cee3e6fb,Virtucon 33 - Corporate Life Insurance,Qualification,567815,2025-11-07,2026-05-01,20,Referral,Corporate Life Insurance,00Q0dead83d6582
006337d586601db,Acme Corp 63 - Directors & Officers (D&O),Prospecting,448452,2025-01-13,2025-03-16,10,Web,Directors & Officers (D&O),00Q4e2ef183cd90
0060ee2cd34c1c7,Initech 18 - Directors & Officers (D&O),Needs Analysis,135606,2025-02-13,2025-04-14,30,Web,Directors & Officers (D&O),00Q1508fdb6458d
00687ef4a042461,Aperture Science 20 - Directors & Officers (D&O),Value Proposition,54818,2025-07-21,2026-01-10,50,Trade Show,Directors & Officers (D&O),00Qccadbae7ee4a
